G,-0.004088416967,0.6031655396,0.4405436467,0.7293827466,1.137522532,0.05949757322,0.2074077678,0.502907583,-1.335261825,-0.920926614,-0.5660817407,1.477222972,0.4130501369,-0.2189590689,1.287045897,0.1384014951
M,1.043909132,0.6031655396,1.43503723,0.2879735016,2.500504485,0.05949757322,0.2074077678,0.502907583,-0.07840922963,-0.5200512608,-0.5660817407,0.03228007538,2.126081549,0.4280801897,1.675588788,-1.113158655
R,0.5199103576,0.6031655396,-0.05670314522,0.7293827466,1.137522532,-0.4349307223,1.492341948,0.8692415313,-0.9163109599,-0.5200512608,-1.326920563,0.5139277076,-0.4434655691,-0.8659983275,0.5099601154,2.01574172
F,1.043909132,0.6031655396,-0.05670314522,-0.5948449884,-0.22545942,1.54278246,-0.6492150187,-0.5960942621,-0.07840922963,0.6825747985,-0.5660817407,-0.4493675569,-0.0152077161,0.4280801897,0.8985030064,0.7641815702
O,-0.5280871915,-0.9028652061,-0.5539499371,-1.036254233,-0.6797867375,0.5539258687,-0.2209036254,0.8692415313,-0.07840922963,-0.5200512608,-0.1856623294,0.03228007538,-0.4434655691,-0.2189590689,-0.2671256667,0.1384014951
C,1.567907907,0.9043716888,-0.05670314522,-0.1534357434,-0.6797867375,-0.4349307223,0.2074077678,0.502907583,1.178443366,1.083450152,0.1947570818,1.477222972,-0.4434655691,-0.2189590689,0.5099601154,0.7641815702
T,1.043909132,1.205577838,0.4405436467,1.170791992,0.683195215,-0.4349307223,1.492341948,0.1365736346,0.3405416355,1.083450152,0.9555959043,-1.894310454,-0.0152077161,2.369197965,-0.6556685577,-2.364718805
J,-1.052085966,-1.505277504,-1.051196729,-1.036254233,-1.134114055,1.54278246,-0.6492150187,-0.5960942621,0.3405416355,1.484325505,-0.9465011519,0.5139277076,-1.299981275,-0.8659983275,-1.044211449,-0.4873785801
J,-1.576084741,-1.204071355,-1.548443521,-1.477663478,-1.134114055,0.5539258687,0.2074077678,-0.9624282104,-0.07840922963,2.286076211,-0.5660817407,0.03228007538,-1.299981275,-0.8659983275,-1.43275434,-0.4873785801
H,-0.004088416967,-0.6016590569,-0.05670314522,-0.5948449884,0.2288678975,0.05949757322,-0.2209036254,0.502907583,0.3405416355,-0.5200512608,-0.1856623294,0.03228007538,-0.0152077161,-0.2189590689,-0.2671256667,0.1384014951
S,-0.5280871915,-1.505277504,-1.051196729,-1.036254233,-0.6797867375,0.5539258687,0.2074077678,0.8692415313,-0.07840922963,-0.5200512608,-0.5660817407,-0.4493675569,-0.4434655691,-0.2189590689,2.064131679,0.1384014951
O,1.043909132,1.205577838,0.9377904385,1.170791992,0.683195215,0.05949757322,-0.6492150187,1.601909428,0.3405416355,-0.5200512608,-0.5660817407,0.5139277076,0.4130501369,-0.2189590689,0.5099601154,-1.73893873
J,-0.5280871915,-0.3004529078,-0.5539499371,-0.5948449884,-0.6797867375,-0.4349307223,-0.6492150187,-0.2297603137,-0.4973600948,2.286076211,0.575176493,1.958870604,-0.871723422,-1.513037586,-1.044211449,-1.113158655
C,1.043909132,1.205577838,0.9377904385,1.170791992,-0.22545942,0.05949757322,0.2074077678,0.8692415313,2.435295961,-1.72267732,0.1947570818,2.922165869,-0.871723422,-0.8659983275,0.1214172243,0.1384014951
M,1.567907907,1.205577838,2.926777606,1.170791992,2.500504485,-1.918215609,0.2074077678,-0.2297603137,-0.07840922963,0.6825747985,1.716434727,0.9955753399,2.982597255,0.4280801897,0.5099601154,-0.4873785801
W,4.18790178,2.109196285,3.424024398,1.170791992,0.683195215,1.048354164,1.064030554,-0.2297603137,-0.9163109599,-1.321801967,1.336015316,-0.4493675569,2.982597255,2.369197965,-0.6556685577,-1.113158655
H,1.043909132,0.6031655396,1.43503723,0.7293827466,1.137522532,0.5539258687,-0.6492150187,0.502907583,0.7594925006,-0.5200512608,0.1947570818,0.5139277076,1.269565843,-0.2189590689,0.1214172243,0.1384014951
G,-0.5280871915,-0.3004529078,-0.5539499371,-0.5948449884,-0.6797867375,-0.4349307223,-0.6492150187,0.1365736346,-0.07840922963,-0.920926614,-0.1856623294,0.5139277076,-0.4434655691,-0.2189590689,0.1214172243,0.1384014951
L,-1.052085966,-1.204071355,-1.051196729,-0.5948449884,-1.134114055,-3.401500495,-2.790771985,0.1365736346,0.3405416355,-3.326178733,-2.468178797,-0.9310151891,-1.299981275,-0.2189590689,-1.43275434,0.1384014951
L,-1.576084741,-1.204071355,-1.051196729,-1.919072723,-1.134114055,-0.4349307223,-1.505837805,-1.328762159,0.7594925006,-0.1191759077,-1.326920563,0.9955753399,-1.299981275,-0.8659983275,-0.6556685577,0.7641815702
X,2.091906681,1.506783987,1.43503723,0.2879735016,0.2288678975,-1.918215609,1.064030554,-0.2297603137,0.7594925006,1.484325505,1.716434727,0.5139277076,-0.0152077161,-0.8659983275,-0.2671256667,-2.364718805
B,0.5199103576,0.6031655396,0.9377904385,0.7293827466,2.954831802,1.048354164,0.2074077678,-0.2297603137,-0.4973600948,-0.920926614,0.575176493,-0.9310151891,1.269565843,1.722158707,1.675588788,-0.4873785801
M,1.043909132,0.6031655396,1.932284022,0.7293827466,1.137522532,-0.9293590178,-0.6492150187,-0.5960942621,-0.07840922963,0.6825747985,0.9555959043,0.5139277076,2.126081549,-2.160076845,-0.6556685577,-0.4873785801
G,-0.004088416967,0.0007532413453,0.4405436467,-0.1534357434,-0.22545942,-0.4349307223,-0.6492150187,0.502907583,1.178443366,-0.920926614,-0.5660817407,0.5139277076,-0.0152077161,1.075119448,0.1214172243,0.1384014951
O,-0.004088416967,0.0007532413453,-0.05670314522,-0.1534357434,-0.22545942,0.05949757322,-0.2209036254,1.23557548,0.3405416355,-0.5200512608,-0.1856623294,0.03228007538,-0.0152077161,-0.2189590689,-0.2671256667,0.1384014951
P,-0.5280871915,-0.3004529078,-0.5539499371,-0.5948449884,-0.6797867375,-1.423787313,2.777276127,1.23557548,-1.75421269,1.083450152,-0.1856623294,-2.375958086,-1.299981275,1.075119448,0.1214172243,0.1384014951
G,-0.004088416967,0.6031655396,-0.05670314522,0.2879735016,1.137522532,0.5539258687,-1.077526412,-0.2297603137,-0.9163109599,-0.5200512608,-0.5660817407,1.477222972,1.269565843,-0.2189590689,0.5099601154,2.01574172
E,-0.5280871915,-0.9028652061,-1.051196729,0.2879735016,-0.6797867375,-1.918215609,0.2074077678,0.502907583,2.016345096,-0.5200512608,-0.1856623294,3.403813501,-1.299981275,-0.2189590689,1.287045897,0.1384014951
X,0.5199103576,1.205577838,1.43503723,1.170791992,0.2288678975,0.5539258687,0.2074077678,-1.328762159,1.178443366,0.6825747985,-0.5660817407,-0.4493675569,-0.0152077161,-0.2189590689,0.1214172243,0.1384014951
E,-0.5280871915,0.0007532413453,-0.5539499371,-0.1534357434,0.2288678975,0.05949757322,-0.2209036254,0.1365736346,1.178443366,-0.1191759077,0.575176493,0.5139277076,-0.0152077161,0.4280801897,0.8985030064,0.7641815702
X,-0.004088416967,-0.3004529078,0.9377904385,-0.5948449884,-0.22545942,1.048354164,-0.2209036254,-0.9624282104,1.178443366,1.083450152,-1.326920563,-0.4493675569,-0.0152077161,-0.2189590689,0.1214172243,0.7641815702
G,-0.004088416967,-0.6016590569,-0.05670314522,1.170791992,-0.22545942,0.05949757322,-0.6492150187,1.23557548,1.178443366,-0.920926614,-0.1856623294,0.9955753399,-0.871723422,-0.2189590689,0.8985030064,2.01574172
V,1.567907907,0.6031655396,0.4405436467,-0.1534357434,-0.6797867375,0.5539258687,1.064030554,-0.2297603137,-0.07840922963,-0.1191759077,1.336015316,-1.412662821,0.4130501369,2.369197965,-0.2671256667,0.1384014951
X,-0.004088416967,0.9043716888,-0.05670314522,0.7293827466,0.683195215,0.5539258687,-0.2209036254,-0.5960942621,1.178443366,-1.321801967,-0.1856623294,-0.9310151891,-0.0152077161,-0.2189590689,0.8985030064,0.1384014951
W,0.5199103576,0.6031655396,0.4405436467,0.7293827466,2.046177167,0.05949757322,0.635719161,0.1365736346,-0.9163109599,-0.5200512608,0.9555959043,0.03228007538,1.269565843,-0.2189590689,-0.2671256667,0.1384014951
G,-1.576084741,-1.204071355,-1.548443521,-1.919072723,-1.134114055,0.05949757322,-0.2209036254,0.1365736346,0.3405416355,-0.5200512608,-0.5660817407,0.9955753399,-0.871723422,0.4280801897,-0.2671256667,0.7641815702
R,2.091906681,0.9043716888,1.43503723,0.2879735016,1.137522532,0.05949757322,-0.2209036254,-0.5960942621,-0.07840922963,-0.1191759077,-0.9465011519,0.03228007538,1.269565843,-1.513037586,1.287045897,-0.4873785801
S,-0.5280871915,0.6031655396,-0.5539499371,0.7293827466,-0.6797867375,0.05949757322,-1.077526412,0.502907583,2.016345096,-1.321801967,-0.1856623294,0.9955753399,-1.299981275,0.4280801897,2.064131679,0.1384014951
Y,1.567907907,1.205577838,1.932284022,1.170791992,2.046177167,1.048354164,-1.077526412,0.502907583,-0.4973600948,-0.5200512608,0.575176493,0.03228007538,-0.0152077161,0.4280801897,1.675588788,-2.990498881
L,-0.5280871915,-0.3004529078,-1.051196729,-0.5948449884,-1.134114055,-2.9070722,-3.219083378,0.502907583,0.3405416355,-3.326178733,-2.087759386,-1.412662821,-1.299981275,-0.2189590689,-1.43275434,0.1384014951
Y,-1.052085966,-0.9028652061,-0.5539499371,-1.036254233,-0.6797867375,-0.4349307223,1.064030554,-1.328762159,0.7594925006,-0.1191759077,1.716434727,0.03228007538,-0.871723422,1.722158707,-0.6556685577,-0.4873785801
J,-0.004088416967,-0.6016590569,0.4405436467,0.2879735016,0.683195215,0.5539258687,1.064030554,-0.2297603137,-0.4973600948,-0.5200512608,0.1947570818,0.5139277076,-0.0152077161,-0.8659983275,1.287045897,-1.73893873
S,-0.004088416967,0.6031655396,-0.05670314522,0.2879735016,0.2288678975,0.05949757322,0.2074077678,0.8692415313,0.7594925006,-0.1191759077,-0.9465011519,-0.4493675569,-0.4434655691,-0.8659983275,2.064131679,0.1384014951
Q,1.043909132,0.6031655396,0.9377904385,2.495019727,1.59184985,0.5539258687,-1.077526412,0.8692415313,-0.07840922963,0.2816994454,-0.1856623294,0.5139277076,-0.0152077161,-0.2189590689,0.8985030064,0.1384014951
Q,-0.5280871915,-0.6016590569,-0.05670314522,-0.5948449884,0.2288678975,1.048354164,-1.934149198,-0.2297603137,-0.9163109599,-0.1191759077,-0.9465011519,0.5139277076,-0.0152077161,-1.513037586,0.1214172243,0.1384014951
D,-1.052085966,-0.3004529078,-1.051196729,-0.5948449884,-0.6797867375,-0.4349307223,-0.2209036254,1.968243376,1.178443366,-0.920926614,-0.1856623294,-0.9310151891,-0.0152077161,-0.2189590689,-0.2671256667,0.1384014951
C,1.043909132,0.9043716888,-0.5539499371,-0.1534357434,-0.6797867375,-0.4349307223,0.635719161,0.502907583,0.3405416355,1.083450152,0.1947570818,-0.4493675569,-0.4434655691,0.4280801897,0.5099601154,0.7641815702
L,0.5199103576,0.9043716888,0.4405436467,1.170791992,0.683195215,1.048354164,-1.934149198,-0.9624282104,0.3405416355,0.2816994454,-1.707339974,0.5139277076,-0.4434655691,-2.160076845,-0.2671256667,0.7641815702
N,-0.5280871915,-1.204071355,-1.051196729,-0.1534357434,-0.6797867375,0.05949757322,-0.2209036254,3.067245221,-1.335261825,-1.321801967,-0.1856623294,0.03228007538,0.8413079899,-0.2189590689,-1.43275434,0.1384014951
C,-1.052085966,-1.204071355,-1.051196729,-1.919072723,-1.134114055,-0.9293590178,0.635719161,-0.2297603137,0.3405416355,1.083450152,0.9555959043,1.477222972,-0.871723422,0.4280801897,-0.6556685577,0.1384014951
E,1.043909132,0.6031655396,-0.5539499371,-0.5948449884,-0.6797867375,0.05949757322,-0.2209036254,-0.2297603137,0.7594925006,0.6825747985,-0.1856623294,0.9955753399,-0.871723422,0.4280801897,1.287045897,0.7641815702
X,-0.004088416967,0.6031655396,-0.05670314522,0.2879735016,0.683195215,0.05949757322,-0.6492150187,-0.5960942621,-0.07840922963,-0.920926614,-0.1856623294,0.5139277076,-0.4434655691,-0.2189590689,1.675588788,0.1384014951
H,-0.5280871915,-1.204071355,-0.5539499371,-1.919072723,-0.6797867375,0.5539258687,-0.2209036254,0.1365736346,0.3405416355,-0.5200512608,-0.1856623294,0.03228007538,0.8413079899,-0.2189590689,-0.2671256667,-0.4873785801
L,-1.052085966,-1.204071355,-1.548443521,-0.5948449884,-1.134114055,-3.401500495,-2.790771985,0.1365736346,0.3405416355,-3.326178733,-2.468178797,-0.9310151891,-1.299981275,-0.2189590689,-1.43275434,0.1384014951
H,-0.5280871915,-0.6016590569,-0.05670314522,-0.5948449884,-0.22545942,0.05949757322,0.2074077678,-0.5960942621,0.3405416355,0.6825747985,-0.1856623294,0.03228007538,-0.0152077161,-0.2189590689,-0.2671256667,0.1384014951
E,-1.052085966,-1.204071355,-1.051196729,-1.477663478,-0.6797867375,0.05949757322,-0.2209036254,0.1365736346,0.7594925006,-0.5200512608,-0.1856623294,0.03228007538,-0.4434655691,-0.2189590689,0.5099601154,1.389961645
Y,0.5199103576,0.9043716888,0.4405436467,0.7293827466,1.137522532,1.048354164,-0.6492150187,0.502907583,-0.4973600948,-0.5200512608,0.575176493,-0.4493675569,1.269565843,0.4280801897,1.675588788,-2.990498881
H,2.091906681,1.506783987,1.43503723,0.2879735016,0.2288678975,1.048354164,0.2074077678,-0.2297603137,-0.07840922963,-0.1191759077,-0.9465011519,-1.412662821,1.269565843,0.4280801897,0.5099601154,0.7641815702
Q,0.5199103576,0.9043716888,-0.05670314522,-0.1534357434,0.2288678975,1.048354164,-0.6492150187,0.1365736346,0.3405416355,0.6825747985,-0.1856623294,-0.4493675569,0.4130501369,-0.2189590689,2.064131679,0.7641815702
Q,-0.5280871915,0.3019593905,-0.05670314522,0.7293827466,-0.22545942,0.5539258687,-0.2209036254,1.601909428,0.3405416355,-0.920926614,-0.1856623294,0.5139277076,-0.0152077161,-0.2189590689,0.5099601154,0.7641815702
Q,-0.004088416967,-0.3004529078,0.4405436467,-0.5948449884,0.683195215,0.5539258687,-1.077526412,0.502907583,-0.4973600948,-0.920926614,0.1947570818,0.9955753399,0.4130501369,-0.8659983275,0.5099601154,0.7641815702
J,-1.052085966,0.3019593905,-1.051196729,0.2879735016,-1.134114055,3.026067346,-1.934149198,1.23557548,-0.4973600948,1.885200858,-1.326920563,1.477222972,-0.871723422,-1.513037586,-1.43275434,0.1384014951
J,-0.004088416967,0.0007532413453,-0.05670314522,-0.1534357434,-0.6797867375,0.5539258687,0.635719161,-1.328762159,0.7594925006,2.286076211,-0.5660817407,-0.9310151891,-1.299981275,-0.2189590689,-1.044211449,0.1384014951
D,-0.004088416967,-0.6016590569,-0.05670314522,-0.5948449884,-0.22545942,0.05949757322,-0.2209036254,0.8692415313,0.7594925006,-0.5200512608,-0.1856623294,-1.412662821,-0.4434655691,-0.2189590689,-0.2671256667,-0.4873785801
R,-1.052085966,-0.3004529078,-0.5539499371,-0.5948449884,-0.22545942,-0.4349307223,-0.2209036254,0.1365736346,-0.07840922963,-0.920926614,-0.5660817407,-0.4493675569,-0.0152077161,-0.8659983275,0.5099601154,0.1384014951
M,-0.004088416967,-0.6016590569,0.9377904385,-0.5948449884,0.2288678975,-0.4349307223,-0.6492150187,-0.5960942621,-0.4973600948,0.2816994454,0.9555959043,0.9955753399,1.697823696,-2.160076845,-0.6556685577,0.1384014951
A,-0.5280871915,0.0007532413453,-0.05670314522,-0.1534357434,-0.22545942,2.531639051,-2.362460592,-0.5960942621,-1.335261825,0.6825747985,-1.707339974,0.5139277076,-0.4434655691,-1.513037586,-0.2671256667,0.1384014951
N,-0.5280871915,-0.6016590569,-0.5539499371,-0.5948449884,-0.6797867375,0.05949757322,0.2074077678,0.1365736346,-0.4973600948,-0.5200512608,0.1947570818,-0.4493675569,1.269565843,0.4280801897,-0.6556685577,-1.73893873
M,1.043909132,0.9043716888,1.932284022,0.7293827466,2.046177167,-1.918215609,-0.2209036254,-0.2297603137,-0.07840922963,0.6825747985,1.716434727,0.9955753399,1.697823696,0.4280801897,-0.2671256667,-0.4873785801
P,2.091906681,2.109196285,0.9377904385,1.170791992,0.2288678975,-0.9293590178,1.064030554,0.502907583,-0.9163109599,1.484325505,-0.5660817407,-1.894310454,0.4130501369,1.075119448,0.1214172243,0.1384014951
C,1.043909132,1.506783987,-0.05670314522,0.7293827466,0.2288678975,0.5539258687,-1.077526412,-0.2297603137,-0.9163109599,0.2816994454,0.9555959043,1.477222972,0.4130501369,0.4280801897,1.675588788,1.389961645
P,1.043909132,0.9043716888,1.43503723,1.170791992,1.59184985,0.5539258687,-1.077526412,0.8692415313,-0.07840922963,-0.5200512608,-0.1856623294,-0.9310151891,-0.0152077161,0.4280801897,1.675588788,0.7641815702
N,-1.052085966,-1.204071355,-1.051196729,-1.919072723,-1.134114055,-0.9293590178,0.635719161,-0.5960942621,-0.9163109599,0.6825747985,0.575176493,0.03228007538,0.4130501369,-0.2189590689,-1.43275434,0.1384014951
W,-0.5280871915,-0.9028652061,-0.5539499371,-1.036254233,-0.6797867375,1.048354164,1.064030554,-0.5960942621,-1.335261825,-1.321801967,0.9555959043,-0.4493675569,1.269565843,1.722158707,-1.43275434,0.1384014951
V,-0.5280871915,0.3019593905,-0.05670314522,0.2879735016,1.137522532,0.5539258687,-0.2209036254,-0.2297603137,-1.75421269,-0.1191759077,0.1947570818,0.03228007538,0.8413079899,1.075119448,0.1214172243,-0.4873785801
V,1.043909132,0.6031655396,1.932284022,1.170791992,2.954831802,0.5539258687,-0.2209036254,0.1365736346,-0.07840922963,-0.5200512608,-0.1856623294,0.03228007538,2.126081549,0.4280801897,2.064131679,-2.990498881
M,1.043909132,0.0007532413453,1.932284022,-0.1534357434,1.59184985,-1.423787313,-0.2209036254,-0.5960942621,-0.07840922963,0.6825747985,1.336015316,1.477222972,2.126081549,-1.513037586,-0.2671256667,-0.4873785801
E,-0.004088416967,0.3019593905,-0.05670314522,0.2879735016,0.2288678975,0.05949757322,-0.2209036254,-0.2297603137,1.178443366,1.083450152,0.575176493,0.5139277076,-0.4434655691,0.4280801897,0.5099601154,-0.4873785801
N,1.043909132,1.205577838,1.43503723,1.170791992,2.500504485,-0.9293590178,0.2074077678,-0.5960942621,-0.4973600948,-0.1191759077,0.575176493,0.5139277076,1.697823696,0.4280801897,0.5099601154,-2.364718805
Y,2.091906681,0.9043716888,1.43503723,0.7293827466,0.2288678975,-1.918215609,1.064030554,-0.5960942621,0.7594925006,1.083450152,2.096854138,-0.9310151891,-0.871723422,1.722158707,-0.2671256667,-1.73893873
W,-0.004088416967,0.3019593905,-0.05670314522,0.2879735016,-0.22545942,-0.4349307223,0.2074077678,-0.2297603137,-1.75421269,-0.5200512608,0.575176493,0.03228007538,2.126081549,0.4280801897,-1.43275434,0.1384014951
O,1.043909132,0.0007532413453,1.43503723,0.2879735016,1.137522532,-0.4349307223,-0.6492150187,0.1365736346,0.3405416355,-0.1191759077,-0.5660817407,0.03228007538,-0.0152077161,-1.513037586,0.5099601154,-1.113158655
N,-0.004088416967,-0.9028652061,-0.5539499371,0.2879735016,-0.6797867375,0.05949757322,-0.2209036254,3.43357917,-1.335261825,-1.321801967,-0.1856623294,0.03228007538,1.269565843,-0.2189590689,-1.43275434,0.1384014951
H,-0.004088416967,0.3019593905,-0.05670314522,0.2879735016,0.683195215,0.05949757322,1.064030554,1.23557548,-0.07840922963,-0.1191759077,-0.5660817407,-0.9310151891,-0.0152077161,-1.513037586,1.287045897,2.01574172
O,-0.004088416967,0.0007532413453,-0.05670314522,-0.1534357434,-0.22545942,0.5539258687,-0.2209036254,1.23557548,-0.07840922963,0.6825747985,-0.1856623294,0.03228007538,-0.0152077161,-0.2189590689,-0.2671256667,0.1384014951
N,-0.004088416967,0.3019593905,-0.05670314522,0.2879735016,0.2288678975,0.05949757322,-0.2209036254,1.601909428,-0.4973600948,-0.920926614,-0.9465011519,-0.9310151891,-0.0152077161,-0.8659983275,-0.2671256667,0.1384014951
H,-0.004088416967,0.6031655396,-0.05670314522,0.2879735016,-0.6797867375,0.05949757322,-0.6492150187,3.799913118,-1.75421269,-0.5200512608,0.1947570818,0.03228007538,-0.0152077161,-0.2189590689,-1.43275434,0.1384014951
U,1.567907907,1.205577838,1.43503723,1.612201237,0.2288678975,-1.918215609,0.635719161,0.502907583,0.7594925006,1.083450152,1.716434727,0.9955753399,-0.0152077161,0.4280801897,-0.6556685577,-1.113158655
Y,-1.052085966,0.0007532413453,-1.051196729,-0.1534357434,-1.134114055,-0.4349307223,1.064030554,-1.695096107,-0.9163109599,-0.5200512608,1.716434727,0.03228007538,-0.871723422,1.722158707,-1.43275434,0.1384014951
S,1.043909132,0.3019593905,0.9377904385,0.2879735016,0.2288678975,-0.4349307223,0.635719161,-0.2297603137,1.178443366,1.083450152,0.1947570818,-0.9310151891,-0.4434655691,-0.2189590689,0.5099601154,-1.73893873
S,0.5199103576,0.6031655396,0.4405436467,0.7293827466,0.683195215,0.05949757322,-0.2209036254,0.8692415313,-0.07840922963,-0.5200512608,-0.1856623294,-0.4493675569,-0.4434655691,-0.2189590689,2.064131679,0.1384014951
T,-1.052085966,-1.204071355,-1.548443521,-1.477663478,-1.134114055,0.05949757322,1.492341948,-0.9624282104,0.3405416355,-0.5200512608,1.336015316,0.03228007538,-0.871723422,1.722158707,-1.044211449,-0.4873785801
C,-1.052085966,-1.204071355,-1.051196729,-1.477663478,-1.134114055,-1.423787313,-0.2209036254,-0.2297603137,0.3405416355,0.6825747985,0.9555959043,2.440518237,-0.871723422,0.4280801897,-0.6556685577,-0.4873785801
V,-0.004088416967,0.9043716888,0.9377904385,0.7293827466,-0.6797867375,1.048354164,0.2074077678,0.1365736346,-0.9163109599,-1.321801967,2.85769296,0.03228007538,-0.0152077161,0.4280801897,-1.43275434,0.1384014951
T,0.5199103576,0.3019593905,-0.05670314522,0.2879735016,-0.22545942,-0.4349307223,1.920653341,-0.2297603137,0.7594925006,1.484325505,0.9555959043,-1.894310454,-0.4434655691,2.369197965,-0.6556685577,-2.364718805
K,1.567907907,1.506783987,0.4405436467,0.2879735016,-0.22545942,0.05949757322,0.2074077678,-0.9624282104,0.7594925006,0.2816994454,0.1947570818,0.03228007538,0.8413079899,-0.2189590689,-0.2671256667,-0.4873785801
D,-0.5280871915,0.3019593905,-0.5539499371,0.2879735016,0.2288678975,0.05949757322,0.2074077678,0.8692415313,0.3405416355,-0.5200512608,0.1947570818,-1.412662821,-0.0152077161,-0.2189590689,-0.2671256667,-0.4873785801
W,-1.052085966,-1.806483654,-1.051196729,-1.919072723,-1.134114055,0.05949757322,0.2074077678,-0.2297603137,-2.173163555,-0.5200512608,0.575176493,0.03228007538,1.269565843,1.075119448,-1.43275434,0.1384014951
I,-1.052085966,0.6031655396,-1.051196729,0.7293827466,-0.6797867375,0.5539258687,-0.2209036254,-1.695096107,0.7594925006,1.885200858,-0.1856623294,0.5139277076,-1.299981275,-0.2189590689,-1.044211449,0.1384014951
E,-0.5280871915,0.3019593905,-1.051196729,0.2879735016,-0.6797867375,-1.918215609,-0.2209036254,0.502907583,2.016345096,-0.5200512608,-0.1856623294,2.922165869,-1.299981275,-0.2189590689,1.287045897,0.1384014951
F,1.043909132,0.6031655396,1.43503723,0.7293827466,0.2288678975,-0.4349307223,1.920653341,0.502907583,0.3405416355,1.885200858,0.1947570818,-2.375958086,-0.4434655691,0.4280801897,-0.6556685577,-1.73893873
I,-0.5280871915,0.6031655396,-0.5539499371,0.7293827466,-0.22545942,0.05949757322,-0.2209036254,-1.695096107,0.7594925006,1.885200858,-0.1856623294,0.03228007538,-1.299981275,-0.2189590689,-1.044211449,0.1384014951
H,0.5199103576,0.9043716888,0.9377904385,1.170791992,2.046177167,0.05949757322,-0.2209036254,0.502907583,0.3405416355,-0.5200512608,-0.1856623294,0.5139277076,-0.0152077161,-0.2189590689,0.1214172243,0.1384014951
U,-0.004088416967,0.0007532413453,-0.5539499371,-0.1534357434,-0.6797867375,0.05949757322,-1.077526412,3.067245221,-0.07840922963,-0.5200512608,2.85769296,-0.4493675569,-0.0152077161,0.4280801897,-1.43275434,0.1384014951
C,-1.052085966,-1.204071355,-1.051196729,-1.477663478,-1.134114055,-0.4349307223,0.2074077678,0.8692415313,0.7594925006,0.2816994454,0.1947570818,1.958870604,-0.871723422,1.075119448,-0.2671256667,0.7641815702
F,0.5199103576,0.6031655396,0.4405436467,0.7293827466,1.59184985,0.05949757322,-0.6492150187,0.502907583,-0.4973600948,-0.5200512608,0.1947570818,0.03228007538,0.8413079899,1.075119448,2.064131679,2.641521796
A,-0.5280871915,0.3019593905,-0.05670314522,0.2879735016,-0.22545942,1.048354164,-2.362460592,-0.9624282104,-0.9163109599,-0.1191759077,-1.707339974,0.03228007538,-0.4434655691,-1.513037586,-0.2671256667,-0.4873785801
Z,-0.5280871915,0.0007532413453,-0.05670314522,-0.1534357434,-0.22545942,0.05949757322,0.2074077678,-0.9624282104,1.597394231,1.083450152,0.1947570818,-0.4493675569,-0.871723422,-0.2189590689,0.8985030064,-0.4873785801
